,n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
369,11,sea breeze avenue,1.3374709,103.9527096,4,6,24,150806,8
370,3,sea breeze road,1.337084,103.951915,4,6,24,150806,8
371,4,sea breeze walk,1.338254,103.951443,4,6,24,150806,8
372,4,simei street 3 (eastpoint green),1.339385,103.950767,4,6,24,150806,8
373,1,angklong lane,1.3625867,103.8299502,5,8,20,150806,8
374,1,island gardens walk,1.362202,103.829647,5,8,20,150806,8
375,1,jalan angklong,1.3630056,103.8288126,5,8,20,150806,8
376,1,jalan gendang,1.3635882,103.82872,5,8,20,150806,8
377,1,jalan rebana,1.3630485,103.8283267,5,8,20,150806,8
378,2,jalan seruling,1.3641843,103.828645,5,8,20,150806,8
379,3,lorong puntong (country grandeur),1.360785,103.831229,5,8,20,150806,8
380,10,the inglewood,1.360708,103.8300388,5,8,20,150806,8
381,1,tampines avenue 4 (block 802),1.346069,103.938108,6,2,10,150806,8
382,3,tampines avenue 4 (block 804),1.345751,103.937226,6,2,10,150806,8
383,1,tampines avenue 4 (block 809),1.346093,103.936369,6,2,10,150806,8
384,1,tampines avenue 4 (block 810),1.346371,103.936672,6,2,10,150806,8
385,2,tampines street 81 (block 818),1.3479546,103.9366934,6,2,10,150806,8
386,2,tampines street 81 (block 820),1.347988,103.936179,6,2,10,150806,8
387,5,jalan pari burong,1.3343197,103.9462847,7,6,8,150806,8
388,3,jalan simpang bedok,1.332934,103.945922,7,6,8,150806,8
389,1,yishun avenue 2 (block 778),1.422214,103.833668,8,3,8,150806,8
390,1,yishun avenue 2 (block 779),1.422385,103.833623,8,3,8,150806,8
391,2,yishun avenue 3 (block 771),1.4239728,103.8324466,8,3,8,150806,8
392,1,yishun avenue 3 (block 772),1.423719,103.8324504,8,3,8,150806,8
393,1,yishun avenue 3 (block 774),1.4235193,103.8319415,8,3,8,150806,8
394,1,yishun ring road (block 775),1.421811,103.83183,8,3,8,150806,8
395,1,yishun ring road (block 782),1.4220448,103.8317241,8,3,8,150806,8
396,1,woodlands street 81 (block 810),1.4427258,103.7881452,9,3,7,150806,8
397,2,woodlands street 81 (block 870),1.443548,103.7886539,9,3,7,150806,8
398,1,woodlands street 81 (block 871),1.443818,103.789081,9,3,7,150806,8
399,2,woodlands street 81 (block 873),1.443303,103.7895311,9,3,7,150806,8
400,1,woodlands street 82 (block 874),1.442915,103.789567,9,3,7,150806,8
401,6,bedok north street 5,1.336137,103.946789,10,2,6,150806,8
402,1,highland road,1.3578622,103.8788124,11,2,6,150806,8
403,1,sirat road,1.3576797,103.8762324,11,2,6,150806,8
404,2,sirat road (the morning glory),1.356778,103.876871,11,2,6,150806,8
405,2,yio chu kang road (wembly residences),1.356273,103.876337,11,2,6,150806,8
406,1,yishun street 81 (block 844),1.415635,103.835288,12,1,6,150806,8
407,1,yishun street 81 (block 850),1.416346,103.83596,12,1,6,150806,8
408,1,yishun street 81 (block 873),1.415016,103.8366719,12,1,6,150806,8
409,3,yishun street 81 (orchid park condominium),1.4134292,103.8352528,12,1,6,150806,8
410,2,chai chee road (block 22),1.325333,103.921774,13,4,4,150806,8
411,1,chai chee road (block 62),1.32546,103.921224,13,4,4,150806,8
412,1,chai chee road (block 805),1.3243884,103.9216714,13,4,4,150806,8
413,1,jurong west street 42 (block 412),1.3532789,103.726071,14,3,4,150806,8
414,2,jurong west street 42 (block 416),1.3524099,103.725846,14,3,4,150806,8
415,1,jurong west avenue 1 (block 430),1.352033,103.725337,14,3,4,150806,8
416,1,ang mo kio avenue 4 (block 176),1.375902,103.836097,15,1,3,150806,8
417,2,ang mo kio avenue 5 (block 179),1.3759289,103.839148,15,1,3,150806,8
418,2,boon lay avenue (block 183a),1.3479397,103.7110076,16,3,3,150806,8
419,1,boon lay avenue (block 183c),1.3476027,103.7104198,16,3,3,150806,8
420,1,bukit purmei road (block 110),1.273925,103.826904,17,1,3,150806,8
421,2,bukit purmei road (block 114),1.275078,103.825963,17,1,3,150806,8
422,1,chander road (block 668),1.307745,103.851086,18,3,3,150806,8
423,1,klang lane (block 672a),1.308542,103.852407,18,3,3,150806,8
424,1,race course road,1.311672,103.853026,18,3,3,150806,8
425,1,cheow keng road,1.3073888,103.905797,19,3,3,150806,8
426,2,tembeling road,1.3105306,103.902828,19,3,3,150806,8
427,1,jurong east street 31 (block 318),1.347326,103.73059,20,2,3,150806,8
428,1,jurong east street 31 (block 321),1.348354,103.730171,20,2,3,150806,8
429,1,jurong east street 32 (block 371),1.3480927,103.7325399,20,2,3,150806,8
430,2,lorong k telok kurau (palm galleria),1.312927,103.911708,21,2,3,150806,8
431,1,lorong k telok kurau (the cristallo),1.312708,103.911476,21,2,3,150806,8
432,3,mimosa road,1.3841242,103.8621191,22,2,3,150806,8
433,1,pasir ris drive 4,1.3732984,103.9608252,23,1,3,150806,8
434,2,pasir ris link (seastrand),1.376429,103.960989,23,1,3,150806,8
435,2,pasir ris drive 6 (block 469),1.3735613,103.9574548,24,1,3,150806,8
436,1,pasir ris drive 6 (block 474),1.3752335,103.9566532,24,1,3,150806,8
437,1,tai hwan grove,1.3565657,103.8596001,25,2,3,150806,8
438,2,tai hwan terrace,1.356992,103.8601403,25,2,3,150806,8
439,1,tanah merah kechil road south (tanah merah mansions),1.3217794,103.9468467,26,2,3,150806,8
440,2,limau garden,1.3223613,103.9491761,26,2,3,150806,8
441,1,anchorvale road (block 309b),1.3908493,103.8858527,27,2,2,150806,8
442,1,anchorvale road (block 310b),1.390936,103.884715,27,2,2,150806,8
443,2,ang mo kio avenue 3 (block 212),1.3688249,103.8415241,28,1,2,150806,8
444,2,boon lay avenue (block 185),1.3463909,103.710765,29,2,2,150806,8
445,1,canberra road (block 303),1.4449176,103.822274,30,2,2,150806,8
446,1,canberra road (block 304),1.4452539,103.8221257,30,2,2,150806,8
447,1,canberra road (block 351a),1.4504164,103.8201322,31,2,2,150806,8
448,1,wellington circle (block 501a),1.4517902,103.8206925,31,2,2,150806,8
449,2,clementi avenue 2 (block 354),1.313528,103.770778,32,2,2,150806,8
450,1,east coast road (block 4),1.311883,103.923271,33,1,2,150806,8
451,1,east coast road (the domain),1.312047,103.924441,33,1,2,150806,8
452,1,elias road (block 611),1.375139,103.9422712,34,2,2,150806,8
453,1,pasir ris street 52 (block 517),1.3744559,103.943935,34,2,2,150806,8
454,1,geylang bahru (block 57),1.3231293,103.8686562,35,1,2,150806,8
455,1,geylang bahru (block 96),1.323298,103.870388,35,1,2,150806,8
456,2,joo seng road (block 8),1.335219,103.878805,36,1,2,150806,8
457,1,lorong chuan (chuan park),1.352407,103.864376,37,2,2,150806,8
458,1,serangoon avenue 3 (the springbloom),1.351081,103.863362,37,2,2,150806,8
459,2,loyang view,1.3643145,103.9666893,38,2,2,150806,8
460,1,simei lane (block 168d),1.342879,103.958249,39,2,2,150806,8
461,1,simei street 4 (block 232),1.344213,103.957059,39,2,2,150806,8
462,1,somme road,1.3110382,103.8582477,40,2,2,150806,8
463,1,tyrwhitt road,1.3108897,103.8596612,40,2,2,150806,8
464,1,tampines street 32 (block 301),1.353372,103.955447,41,2,2,150806,8
465,1,tampines street 32 (block 304),1.352158,103.956256,41,2,2,150806,8
466,1,telok blangah crescent (block 17a),1.2771961,103.8212532,42,2,2,150806,8
467,1,telok blangah crescent (block 22),1.276627,103.819694,42,2,2,150806,8
468,1,toa payoh central (block 79a),1.334381,103.84765,43,2,2,150806,8
469,1,toa payoh central (block 79b),1.3347825,103.8479877,43,2,2,150806,8
470,2,vernon park,1.3391546,103.8774097,44,2,2,150806,8
471,1,woodlands street 83 (block 830),1.4393102,103.7907935,45,1,2,150806,8
472,1,woodlands street 83 (block 835),1.4404391,103.7909712,45,1,2,150806,8
473,1,yishun central (block 305),1.4300543,103.8390709,46,1,2,150806,8
474,1,yishun ring road (block 241),1.432163,103.839377,46,1,2,150806,8
475,1,yishun street 21 (block 223),1.4345075,103.835521,47,1,2,150806,8
476,1,yishun street 21 (block 225),1.4348427,103.8357644,47,1,2,150806,8
477,6,bishan street 22 (block 238),1.3599139,103.8445555,1,5,171,150811,8
478,2,bishan street 22 (block 239),1.3604789,103.8447241,1,5,171,150811,8
479,2,bishan street 22 (block 240),1.3607708,103.8450674,1,5,171,150811,8
480,2,bishan street 22 (block 241),1.360768,103.845452,1,5,171,150811,8
481,3,bishan street 22 (block 242),1.361363,103.8447429,1,5,171,150811,8
482,1,bishan street 22 (block 243),1.361088,103.844539,1,5,171,150811,8
483,2,bishan street 22 (block 244),1.360458,103.84425,1,5,171,150811,8
484,1,bishan street 22 (block 245),1.3603019,103.843984,1,5,171,150811,8
485,6,bishan street 22 (block 246),1.360755,103.843208,1,5,171,150811,8
486,1,bishan street 22 (block 248),1.361375,103.843189,1,5,171,150811,8
487,5,bishan street 22 (block 249),1.361342,103.843341,1,5,171,150811,8
488,9,bishan street 22 (block 250),1.361656,103.8436849,1,5,171,150811,8
489,4,bishan street 22 (block 251),1.3618349,103.844131,1,5,171,150811,8
490,9,bishan street 22 (block 252),1.362015,103.843689,1,5,171,150811,8
491,13,bishan street 22 (block 253),1.36222,103.84304,1,5,171,150811,8
492,6,bishan street 22 (block 254),1.361944,103.842985,1,5,171,150811,8
493,14,bishan street 22 (block 255),1.3616511,103.8427482,1,5,171,150811,8
494,9,bishan street 22 (block 256),1.3613379,103.8426495,1,5,171,150811,8
495,7,bishan street 22 (block 257),1.3597779,103.8429936,1,5,171,150811,8
496,3,bishan street 22 (block 258),1.3597881,103.8427067,1,5,171,150811,8
497,9,bishan street 22 (block 259),1.359987,103.842162,1,5,171,150811,8
498,7,bishan street 22 (block 260),1.3605002,103.8425779,1,5,171,150811,8
499,10,bishan street 22 (block 261),1.358972,103.8433847,1,5,171,150811,8
500,6,bishan street 22 (block 262),1.3592891,103.8424712,1,5,171,150811,8
501,7,bishan street 22 (block 263),1.3591761,103.8418962,1,5,171,150811,8
502,1,bishan street 22 (block 283),1.3589226,103.8440768,1,5,171,150811,8
503,2,bishan street 22 (block 285),1.3588704,103.8438374,1,5,171,150811,8
504,5,bishan street 24 (block 264),1.3587372,103.8421016,1,5,171,150811,8
505,4,bishan street 24 (block 265),1.3583707,103.8422445,1,5,171,150811,8
506,2,bishan street 24 (block 266),1.3580157,103.8422491,1,5,171,150811,8
507,2,bishan street 24 (block 268),1.357625,103.84197,1,5,171,150811,8
508,2,bishan street 24 (block 270),1.356979,103.842072,1,5,171,150811,8
509,2,bishan street 24 (block 271),1.356702,103.842247,1,5,171,150811,8
510,3,bishan street 24 (block 272),1.356551,103.842798,1,5,171,150811,8
511,2,bishan street 24 (block 278),1.3570819,103.843752,1,5,171,150811,8
512,2,bishan street 24 (block 287),1.3577654,103.8438438,1,5,171,150811,8
513,8,bishan street 22 (block 232),1.358286,103.845226,2,4,140,150811,8
514,10,bishan street 22 (block 233),1.358639,103.8452589,2,4,140,150811,8
515,7,bishan street 22 (block 234),1.35839,103.845955,2,4,140,150811,8
516,1,bishan street 22 (block 235),1.358719,103.8464769,2,4,140,150811,8
517,4,bishan street 22 (block 236),1.359041,103.846849,2,4,140,150811,8
518,1,bishan street 22 (block 237),1.359335,103.847097,2,4,140,150811,8
519,1,bishan street 22 (block 282),1.3579309,103.8447368,2,4,140,150811,8
520,2,bishan street 22 (block 293),1.356245,103.845879,2,4,140,150811,8
521,1,bishan street 23 (block 212),1.356341,103.848045,2,4,140,150811,8
522,3,bishan street 23 (block 214),1.3575192,103.8482117,2,4,140,150811,8
523,2,bishan street 23 (block 215),1.3571562,103.8486292,2,4,140,150811,8
524,4,bishan street 23 (block 220),1.3575682,103.8487427,2,4,140,150811,8
525,1,bishan street 23 (block 222),1.3580692,103.8480787,2,4,140,150811,8
526,5,bishan street 23 (block 223),1.3585572,103.8480487,2,4,140,150811,8
527,6,bishan street 23 (block 224),1.358959,103.847773,2,4,140,150811,8
528,6,bishan street 23 (block 225),1.3586122,103.8475837,2,4,140,150811,8
529,9,bishan street 23 (block 226),1.3583732,103.8472117,2,4,140,150811,8
530,8,bishan street 23 (block 227),1.3581102,103.8470547,2,4,140,150811,8
531,6,bishan street 23 (block 228),1.3580362,103.846719,2,4,140,150811,8
532,13,bishan street 23 (block 229),1.357598,103.845974,2,4,140,150811,8
533,5,bishan street 23 (block 230),1.357382,103.846217,2,4,140,150811,8
534,9,bishan street 23 (block 231),1.357349,103.84573,2,4,140,150811,8
535,2,bishan street 24 (block 273b),1.3560303,103.8434882,2,4,140,150811,8
536,1,bishan street 24 (block 281),1.3574276,103.8447371,2,4,140,150811,8
537,3,bishan street 24 (block 288),1.357031,103.8449766,2,4,140,150811,8
538,4,bishan street 24 (block 289),1.356681,103.844702,2,4,140,150811,8
539,1,bishan street 24 (block 290),1.356075,103.8446707,2,4,140,150811,8
540,1,bishan street 24 (block 291),1.3558386,103.8449629,2,4,140,150811,8
541,16,bishan street 25 (clover by the park),1.359709,103.845988,2,4,140,150811,8
542,5,jalan cherpen,1.4370059,103.8275255,3,1,37,150811,8
543,18,jalan hikayat,1.4380608,103.8274023,3,1,37,150811,8
544,4,jalan kemuning,1.4413896,103.8267765,3,1,37,150811,8
545,4,jalan sajak,1.4380174,103.8286473,3,1,37,150811,8
546,5,jalan shaer,1.4387492,103.8272485,3,1,37,150811,8
547,1,jalan salang,1.4392696,103.8259988,3,1,37,150811,8
548,1,guan soon avenue,1.3378833,103.9536213,4,1,24,150811,8
549,1,harvey avenue,1.3395912,103.9539531,4,1,24,150811,8
550,11,sea breeze avenue,1.3374709,103.9527096,4,1,24,150811,8
551,3,sea breeze road,1.337084,103.951915,4,1,24,150811,8
552,4,sea breeze walk,1.338254,103.951443,4,1,24,150811,8
553,4,simei street 3 (eastpoint green),1.339385,103.950767,4,1,24,150811,8
554,1,angklong lane,1.3625867,103.8299502,5,1,21,150811,8
555,1,island gardens walk,1.362202,103.829647,5,1,21,150811,8
556,1,jalan angklong,1.3630056,103.8288126,5,1,21,150811,8
557,1,jalan gendang,1.3635882,103.82872,5,1,21,150811,8
558,1,jalan rebana,1.3630485,103.8283267,5,1,21,150811,8
559,2,jalan seruling,1.3641843,103.828645,5,1,21,150811,8
560,3,lorong puntong (country grandeur),1.360785,103.831229,5,1,21,150811,8
561,1,sin ming walk (the gardens at bishan),1.3643965,103.8323741,5,1,21,150811,8
562,10,the inglewood,1.360708,103.8300388,5,1,21,150811,8
563,1,tampines avenue 4 (block 802),1.346069,103.938108,6,1,10,150811,8
564,3,tampines avenue 4 (block 804),1.345751,103.937226,6,1,10,150811,8
565,1,tampines avenue 4 (block 809),1.346093,103.936369,6,1,10,150811,8
566,1,tampines avenue 4 (block 810),1.346371,103.936672,6,1,10,150811,8
567,2,tampines street 81 (block 818),1.3479546,103.9366934,6,1,10,150811,8
568,2,tampines street 81 (block 820),1.347988,103.936179,6,1,10,150811,8
569,5,jalan pari burong,1.3343197,103.9462847,7,1,8,150811,8
570,3,jalan simpang bedok,1.332934,103.945922,7,1,8,150811,8
571,1,yishun avenue 2 (block 778),1.422214,103.833668,8,3,8,150811,8
572,1,yishun avenue 2 (block 779),1.422385,103.833623,8,3,8,150811,8
573,2,yishun avenue 3 (block 771),1.4239728,103.8324466,8,3,8,150811,8
574,1,yishun avenue 3 (block 772),1.423719,103.8324504,8,3,8,150811,8
575,1,yishun avenue 3 (block 774),1.4235193,103.8319415,8,3,8,150811,8
576,1,yishun ring road (block 775),1.421811,103.83183,8,3,8,150811,8
577,1,yishun ring road (block 782),1.4220448,103.8317241,8,3,8,150811,8
578,1,jalan limau bali,1.323531,103.948189,9,3,7,150811,8
579,3,jalan limau manis,1.3241112,103.9480038,9,3,7,150811,8
580,1,tanah merah kechil road south (tanah merah mansions),1.3217794,103.9468467,9,3,7,150811,8
581,2,limau garden,1.3223613,103.9491761,9,3,7,150811,8
582,1,woodlands street 81 (block 810),1.4427258,103.7881452,10,2,7,150811,8
583,2,woodlands street 81 (block 870),1.443548,103.7886539,10,2,7,150811,8
584,1,woodlands street 81 (block 871),1.443818,103.789081,10,2,7,150811,8
585,2,woodlands street 81 (block 873),1.443303,103.7895311,10,2,7,150811,8
586,1,woodlands street 82 (block 874),1.442915,103.789567,10,2,7,150811,8
587,6,bedok north street 5,1.336137,103.946789,11,1,6,150811,8
588,1,highland road,1.3578622,103.8788124,12,1,6,150811,8
589,1,sirat road,1.3576797,103.8762324,12,1,6,150811,8
590,2,sirat road (the morning glory),1.356778,103.876871,12,1,6,150811,8
591,2,yio chu kang road (wembly residences),1.356273,103.876337,12,1,6,150811,8
592,1,yishun street 81 (block 844),1.415635,103.835288,13,1,6,150811,8
593,1,yishun street 81 (block 850),1.416346,103.83596,13,1,6,150811,8
594,1,yishun street 81 (block 873),1.415016,103.8366719,13,1,6,150811,8
595,3,yishun street 81 (orchid park condominium),1.4134292,103.8352528,13,1,6,150811,8
596,5,vernon park,1.3391546,103.8774097,14,4,5,150811,8
597,1,yishun avenue 5 (block 711),1.4280713,103.8270581,15,4,5,150811,8
598,3,yishun street 71 (block 715),1.426368,103.826886,15,4,5,150811,8
599,1,yishun street 71 (block 721),1.426159,103.828705,15,4,5,150811,8
600,2,chai chee road (block 22),1.325333,103.921774,16,3,4,150811,8
601,1,chai chee road (block 62),1.32546,103.921224,16,3,4,150811,8
602,1,chai chee road (block 805),1.3243884,103.9216714,16,3,4,150811,8
603,1,jurong west street 42 (block 412),1.3532789,103.726071,17,1,4,150811,8
604,2,jurong west street 42 (block 416),1.3524099,103.725846,17,1,4,150811,8
605,1,jurong west avenue 1 (block 430),1.352033,103.725337,17,1,4,150811,8
606,1,lorong j telok kurau,1.3140902,103.910914,18,1,4,150811,8
607,2,lorong k telok kurau (palm galleria),1.312927,103.911708,18,1,4,150811,8
608,1,lorong k telok kurau (the cristallo),1.312708,103.911476,18,1,4,150811,8
609,1,ang mo kio avenue 4 (block 176),1.375902,103.836097,19,1,3,150811,8
610,2,ang mo kio avenue 5 (block 179),1.3759289,103.839148,19,1,3,150811,8
611,2,boon lay avenue (block 183a),1.3479397,103.7110076,20,2,3,150811,8
612,1,boon lay avenue (block 183c),1.3476027,103.7104198,20,2,3,150811,8
613,1,chander road (block 668),1.307745,103.851086,21,3,3,150811,8
614,1,klang lane (block 672a),1.308542,103.852407,21,3,3,150811,8
615,1,race course road,1.311672,103.853026,21,3,3,150811,8
616,1,cheow keng road,1.3073888,103.905797,22,1,3,150811,8
617,2,tembeling road,1.3105306,103.902828,22,1,3,150811,8
618,3,clementi avenue 2 (block 354),1.313528,103.770778,23,3,3,150811,8
619,1,jurong east street 31 (block 318),1.347326,103.73059,24,1,3,150811,8
620,1,jurong east street 31 (block 321),1.348354,103.730171,24,1,3,150811,8
621,1,jurong east street 32 (block 371),1.3480927,103.7325399,24,1,3,150811,8
622,1,lorong 2 toa payoh (block 83),1.3358298,103.8479305,25,2,3,150811,8
623,1,toa payoh central (block 79a),1.334381,103.84765,25,2,3,150811,8
624,1,toa payoh central (block 79b),1.3347825,103.8479877,25,2,3,150811,8
625,3,mimosa road,1.3841242,103.8621191,26,1,3,150811,8
626,2,pasir ris drive 6 (block 469),1.3735613,103.9574548,27,1,3,150811,8
627,1,pasir ris drive 6 (block 474),1.3752335,103.9566532,27,1,3,150811,8
628,1,tai hwan grove,1.3565657,103.8596001,28,1,3,150811,8
629,2,tai hwan terrace,1.356992,103.8601403,28,1,3,150811,8
630,1,tampines street 32 (block 301),1.353372,103.955447,29,2,3,150811,8
631,1,tampines street 32 (block 304),1.352158,103.956256,29,2,3,150811,8
632,1,tampines street 32 (block 305),1.352429,103.9557279,29,2,3,150811,8
633,2,woodlands drive 14 (block 522),1.4338948,103.7938202,30,2,3,150811,8
634,1,woodlands drive 14 (block 523),1.4330436,103.7940595,30,2,3,150811,8
635,2,boon lay avenue (block 185),1.3463909,103.710765,31,1,2,150811,8
